Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,CareerCluster
3,4,5,4,1,3,3,2,1,5,1,4,Engineering & Tech
4,1,2,2,5,4,5,2,2,5,4,5,Arts & Humanities
4,2,5,4,5,3,3,5,1,3,1,5,Engineering & Tech
1,1,4,5,3,4,2,1,4,2,3,4,Engineering & Tech
1,1,3,2,5,2,3,5,5,1,1,5,Education & Social Work
5,3,3,1,4,4,1,4,1,4,1,4,Skilled Trades & Ops
1,2,3,3,2,1,3,3,1,2,2,5,Business & Finance
3,1,1,5,2,4,3,1,3,2,1,3,Engineering & Tech
1,1,3,3,4,3,5,2,2,4,2,1,Arts & Humanities
1,3,4,3,2,3,3,5,3,1,3,1,Science & Medical
1,1,5,3,1,4,3,1,4,3,1,2,Engineering & Tech
3,4,4,3,5,1,5,1,4,2,2,3,Engineering & Tech
1,5,4,3,5,2,1,5,1,5,5,3,Business & Finance
5,4,5,1,2,5,5,2,1,3,5,2,Skilled Trades & Ops
3,2,3,1,4,5,2,5,1,2,3,5,Arts & Humanities
5,3,4,2,4,1,5,4,4,5,3,2,Education & Social Work
4,5,5,4,5,5,3,1,2,2,4,3,Arts & Humanities
2,3,3,5,5,1,3,1,4,2,1,2,Engineering & Tech
1,3,3,3,4,2,4,4,5,2,4,2,Education & Social Work
1,4,5,4,3,4,5,5,5,3,2,4,Science & Medical
1,3,1,3,3,5,5,3,5,5,5,1,Business & Finance
3,1,1,5,2,2,5,4,4,5,5,1,Education & Social Work
1,5,2,1,3,3,2,5,2,5,4,5,Business & Finance
3,5,2,4,4,2,4,1,2,3,5,5,Skilled Trades & Ops
3,1,5,2,1,3,2,3,4,3,2,4,Engineering & Tech
1,5,1,5,5,2,5,5,2,3,3,1,Education & Social Work
3,3,2,1,4,1,4,1,1,4,1,4,Skilled Trades & Ops
5,3,4,4,4,5,4,3,1,2,5,5,Business & Finance
1,2,2,3,3,4,4,1,3,5,2,5,Business & Finance
3,3,5,1,4,4,4,5,2,3,4,1,Education & Social Work
3,4,2,5,3,1,4,2,2,2,5,1,Engineering & Tech
2,1,4,3,4,3,5,4,2,2,5,2,Science & Medical
3,2,4,3,2,1,2,4,3,1,2,1,Science & Medical
3,4,2,2,3,2,2,1,3,1,2,4,Skilled Trades & Ops
5,2,1,3,5,4,3,5,4,2,2,1,Arts & Humanities
4,4,2,5,1,5,2,5,4,3,3,3,Engineering & Tech
5,5,3,5,4,3,1,5,1,4,5,3,Engineering & Tech
3,1,2,4,2,1,1,1,3,5,5,3,Business & Finance
3,5,1,2,3,2,5,3,2,2,2,2,Healthcare Support
5,2,4,2,4,4,1,4,5,5,1,5,Business & Finance
4,1,3,3,3,4,5,5,5,2,4,5,Education & Social Work
3,4,2,4,3,3,2,5,3,2,5,1,Healthcare Support
2,1,1,5,5,3,5,4,4,4,2,3,Education & Social Work
1,4,5,4,2,3,4,1,1,4,5,2,Engineering & Tech
1,4,2,3,2,4,2,4,4,4,1,5,Business & Finance
2,1,5,5,1,2,4,3,5,3,3,1,Engineering & Tech
2,2,1,5,1,5,4,5,2,1,4,1,Science & Medical
3,3,3,4,3,5,2,1,1,2,2,2,Arts & Humanities
4,3,4,5,2,2,3,5,3,4,2,2,Science & Medical
1,1,4,2,2,3,2,1,4,5,1,1,Business & Finance
5,1,3,3,3,4,4,1,4,4,2,1,Business & Finance
1,5,5,3,3,1,2,1,2,1,1,2,Engineering & Tech
1,1,2,3,1,3,2,4,3,1,3,4,Business & Finance
4,4,2,5,1,2,5,2,2,4,1,2,Engineering & Tech
2,3,5,4,1,5,3,4,1,3,4,4,Engineering & Tech
1,1,3,3,2,1,3,4,3,5,3,1,Business & Finance
1,2,2,5,3,5,3,4,2,1,4,3,Arts & Humanities
3,2,2,2,4,4,1,5,5,3,3,4,Arts & Humanities
4,4,3,2,2,3,1,1,4,5,3,5,Business & Finance
2,1,1,1,4,4,3,3,5,1,2,4,Arts & Humanities
3,5,3,4,3,2,2,2,3,3,2,1,Engineering & Tech
3,1,1,3,2,3,5,2,2,1,1,4,Education & Social Work
3,2,3,5,4,5,2,3,5,4,2,3,Arts & Humanities
1,2,5,5,1,3,2,5,4,2,4,5,Engineering & Tech
1,3,3,1,1,3,2,5,5,3,3,2,Business & Finance
4,2,2,4,4,1,1,4,4,4,5,1,Business & Finance
5,5,2,1,2,1,4,1,4,3,1,1,Skilled Trades & Ops
1,5,5,5,4,4,5,1,1,4,5,4,Engineering & Tech
4,3,2,5,1,3,1,2,1,1,5,3,Skilled Trades & Ops
5,4,3,3,3,5,2,1,2,5,2,4,Skilled Trades & Ops
3,2,4,2,3,5,2,2,5,3,1,5,Arts & Humanities
4,2,5,5,5,2,2,5,3,3,3,1,Engineering & Tech
5,1,4,2,2,3,1,1,1,5,4,2,Engineering & Tech
4,3,3,2,1,4,5,5,1,5,3,1,Education & Social Work
4,4,1,2,3,2,3,1,4,4,2,3,Skilled Trades & Ops
4,2,4,1,5,2,3,2,5,1,2,4,Arts & Humanities
2,1,5,5,3,2,2,3,3,3,5,5,Engineering & Tech
4,2,1,2,2,4,3,3,5,5,3,4,Business & Finance
3,2,1,1,2,1,2,2,1,2,1,3,Healthcare Support
4,4,2,1,3,3,4,1,3,2,4,1,Skilled Trades & Ops
5,2,4,4,4,1,2,2,2,5,1,2,Engineering & Tech
1,3,2,3,2,4,3,2,5,2,4,4,Business & Finance
5,4,5,3,5,3,1,1,1,2,2,5,Engineering & Tech
4,3,1,5,5,4,5,3,3,4,2,5,Arts & Humanities
1,2,2,3,2,3,4,1,3,2,4,5,Business & Finance
5,4,3,1,2,3,4,3,3,3,3,1,Healthcare Support
4,1,1,4,3,3,1,1,3,1,5,4,Business & Finance
4,2,2,4,2,4,3,3,2,3,3,4,Skilled Trades & Ops
4,1,4,2,4,3,2,3,2,1,3,2,Arts & Humanities
4,5,4,2,2,3,1,1,2,5,2,5,Skilled Trades & Ops
2,2,4,2,5,1,3,3,3,5,3,4,Business & Finance
5,2,3,2,2,5,4,3,5,2,4,5,Skilled Trades & Ops
2,3,4,1,5,2,3,4,1,2,4,1,Arts & Humanities
3,3,4,2,4,2,1,4,4,3,2,2,Business & Finance
2,3,1,5,4,3,5,4,1,5,4,5,Education & Social Work
2,5,4,2,5,1,2,5,1,5,1,4,Healthcare Support
3,4,1,3,2,1,3,3,2,3,1,2,Healthcare Support
4,2,3,5,2,5,1,3,4,4,2,2,Engineering & Tech
5,1,5,5,1,3,5,3,2,3,1,2,Science & Medical
2,5,3,4,2,4,2,1,4,2,1,2,Engineering & Tech
2,4,3,4,5,1,5,3,3,3,1,3,Science & Medical
1,1,5,3,3,1,1,3,3,2,1,3,Engineering & Tech
1,5,2,2,2,3,2,5,5,3,3,2,Business & Finance
3,2,1,3,3,5,5,1,5,4,3,3,Business & Finance
2,5,1,2,2,2,2,5,2,5,5,3,Skilled Trades & Ops
2,3,1,3,1,4,1,2,2,2,5,4,Skilled Trades & Ops
3,2,1,3,1,3,5,5,5,4,3,4,Education & Social Work
5,4,3,5,5,1,2,1,3,2,2,3,Engineering & Tech
1,2,1,4,4,5,1,5,4,5,5,3,Arts & Humanities
1,4,3,1,3,4,2,2,2,4,4,2,Arts & Humanities
2,2,3,2,2,3,4,3,1,3,3,2,Science & Medical
2,5,4,5,5,2,5,2,1,2,4,5,Engineering & Tech
2,1,4,5,4,4,2,3,4,3,5,5,Business & Finance
3,2,4,3,3,3,1,2,1,5,5,2,Engineering & Tech
4,5,4,3,1,4,4,2,3,5,2,4,Skilled Trades & Ops
3,5,5,5,4,5,4,4,1,3,4,1,Engineering & Tech
5,5,1,2,5,5,2,3,4,4,2,5,Skilled Trades & Ops
1,2,3,2,1,1,5,1,2,5,1,4,Business & Finance
1,4,2,5,5,3,4,4,2,3,5,4,Business & Finance
5,5,2,2,1,3,2,1,1,4,4,5,Skilled Trades & Ops
5,4,1,5,5,2,4,5,4,3,3,4,Healthcare Support
2,5,3,4,2,4,4,4,5,2,1,2,Education & Social Work
2,1,2,5,3,4,2,2,2,4,5,4,Business & Finance
3,5,1,2,2,1,3,3,4,3,1,5,Skilled Trades & Ops
2,1,2,1,4,2,5,2,2,4,2,2,Education & Social Work
1,2,2,5,4,3,3,1,2,2,4,2,Engineering & Tech
5,2,1,2,3,2,1,4,5,1,1,3,Skilled Trades & Ops
1,3,3,3,5,2,1,4,5,4,2,3,Business & Finance
3,3,1,5,4,5,3,1,4,4,4,5,Arts & Humanities
4,5,1,5,2,4,1,5,2,4,2,1,Engineering & Tech
5,2,2,4,4,4,4,4,1,4,4,4,Arts & Humanities
5,5,1,5,5,2,5,4,3,3,5,4,Healthcare Support
4,1,5,1,5,2,5,5,1,5,2,2,Education & Social Work
3,5,2,2,4,2,5,3,5,5,1,5,Business & Finance
5,3,3,5,3,1,3,4,3,3,4,4,Engineering & Tech
2,3,4,4,2,3,5,5,3,4,2,4,Science & Medical
5,5,1,3,4,3,5,5,5,5,3,3,Healthcare Support
4,4,4,3,2,2,3,2,3,3,5,1,Engineering & Tech
3,5,1,4,5,3,1,4,2,5,3,2,Skilled Trades & Ops
1,4,2,3,5,5,2,5,3,2,4,5,Arts & Humanities
5,5,3,2,2,5,2,5,4,3,5,3,Skilled Trades & Ops
1,5,2,1,4,3,3,2,4,3,3,4,Arts & Humanities
3,5,5,3,1,1,5,4,5,5,4,3,Business & Finance
2,4,1,2,3,1,5,1,4,2,4,2,Healthcare Support
2,2,4,2,2,3,1,1,3,1,2,1,Engineering & Tech
4,2,3,5,3,4,3,4,3,4,5,1,Engineering & Tech
5,5,3,4,4,2,1,4,4,4,1,2,Skilled Trades & Ops
5,2,2,3,2,1,4,4,3,4,4,3,Education & Social Work
4,5,5,2,2,4,1,2,2,5,2,5,Engineering & Tech
5,5,1,3,4,3,4,5,4,4,4,3,Healthcare Support
5,4,5,3,1,4,5,4,4,3,3,4,Healthcare Support
1,4,2,1,4,2,5,1,5,1,5,3,Business & Finance
2,4,3,1,5,2,3,2,3,1,1,3,Arts & Humanities
5,5,3,5,3,1,2,4,2,4,1,2,Engineering & Tech
1,1,4,1,3,5,3,1,1,5,5,1,Arts & Humanities
4,5,2,3,5,2,4,1,1,3,2,4,Skilled Trades & Ops
2,4,4,1,4,5,2,4,2,3,4,1,Arts & Humanities
5,3,4,1,2,4,1,5,5,2,3,1,Skilled Trades & Ops
3,2,1,4,2,5,3,5,4,1,5,5,Business & Finance
5,4,3,2,4,5,2,4,3,1,1,4,Skilled Trades & Ops
1,5,3,2,2,4,5,3,3,1,1,4,Education & Social Work
4,4,3,1,5,1,3,5,3,3,2,2,Healthcare Support
5,1,2,2,2,3,1,1,3,3,3,4,Skilled Trades & Ops
1,5,5,3,3,1,4,1,3,2,4,3,Engineering & Tech
2,5,2,3,5,5,5,5,1,2,5,3,Arts & Humanities
4,4,1,1,1,2,3,4,3,4,4,5,Skilled Trades & Ops
5,1,5,2,5,2,3,2,4,1,4,3,Engineering & Tech
4,4,1,5,2,4,3,1,4,2,1,4,Engineering & Tech
4,5,4,1,2,2,1,2,4,1,4,4,Skilled Trades & Ops
1,2,1,3,3,3,4,4,1,1,5,2,Education & Social Work
4,2,1,2,3,1,4,5,5,2,5,1,Education & Social Work
2,1,3,5,5,4,1,3,1,1,1,5,Arts & Humanities
3,1,5,2,1,5,1,1,2,3,1,1,Engineering & Tech
3,5,2,5,2,1,3,2,5,1,2,2,Engineering & Tech
4,2,5,3,2,4,4,2,4,5,4,2,Business & Finance
5,1,2,4,5,4,5,2,1,3,1,5,Arts & Humanities
2,1,4,5,4,4,4,2,3,4,2,3,Engineering & Tech
2,5,1,3,3,2,1,3,4,2,3,2,Skilled Trades & Ops
5,5,2,2,2,4,5,4,3,2,1,3,Healthcare Support
4,1,1,4,4,1,4,1,2,2,2,1,Engineering & Tech
1,4,5,1,4,5,5,5,5,4,1,1,Education & Social Work
1,5,3,3,4,5,2,4,3,3,1,3,Arts & Humanities
5,4,3,2,3,5,4,1,1,2,2,2,Skilled Trades & Ops
4,2,1,3,5,4,5,3,5,5,1,2,Business & Finance
1,2,3,2,1,5,5,2,3,4,2,1,Education & Social Work
3,1,2,4,3,5,1,4,4,3,4,1,Arts & Humanities
1,3,3,5,1,2,1,2,2,5,3,3,Engineering & Tech
3,3,2,4,4,2,2,1,2,1,1,2,Engineering & Tech
4,4,4,2,4,3,1,1,5,2,2,5,Skilled Trades & Ops
3,2,2,4,5,3,4,2,3,1,3,2,Arts & Humanities
5,3,2,5,5,5,3,4,1,3,2,5,Arts & Humanities
4,3,1,4,5,5,5,2,4,5,4,4,Arts & Humanities
1,1,1,3,4,1,5,1,4,1,2,5,Business & Finance
5,4,2,5,1,5,2,2,4,3,3,5,Skilled Trades & Ops
3,5,2,1,3,1,1,2,5,2,3,1,Skilled Trades & Ops
3,5,2,2,1,2,3,3,2,3,4,4,Skilled Trades & Ops
1,4,5,3,1,3,2,5,3,2,1,1,Science & Medical
2,1,3,2,5,1,2,3,2,4,5,3,Business & Finance
1,2,1,5,4,3,5,1,4,4,5,3,Business & Finance
1,5,1,1,1,5,3,2,1,3,2,1,Skilled Trades & Ops
3,1,2,4,5,5,1,3,3,2,4,1,Arts & Humanities
3,1,3,1,2,3,4,2,2,2,4,1,Education & Social Work
2,4,3,3,3,4,5,3,4,1,1,5,Education & Social Work
5,3,1,5,4,4,1,5,4,2,1,4,Skilled Trades & Ops
4,3,3,5,4,3,2,1,5,4,1,3,Business & Finance
3,4,3,1,5,5,3,4,4,1,5,3,Arts & Humanities
3,3,2,3,5,1,5,2,3,5,2,1,Business & Finance
1,4,4,1,2,5,3,5,1,3,2,3,Education & Social Work
5,2,2,4,1,5,4,5,4,2,3,2,Education & Social Work
5,3,3,3,1,2,1,5,1,5,1,1,Engineering & Tech
4,5,1,4,4,1,5,2,5,4,5,1,Skilled Trades & Ops
3,5,3,5,2,3,4,1,3,1,1,2,Engineering & Tech
3,4,1,4,3,3,1,2,2,2,1,5,Skilled Trades & Ops
4,1,4,2,5,5,4,4,5,3,1,4,Arts & Humanities
5,5,3,3,1,5,2,2,5,3,1,5,Skilled Trades & Ops
4,5,5,5,1,2,1,4,2,4,3,1,Engineering & Tech
1,1,1,4,3,2,5,3,1,2,4,5,Business & Finance
2,1,3,3,4,5,4,3,2,1,5,2,Arts & Humanities
3,1,5,5,5,4,5,1,1,1,3,4,Engineering & Tech
5,2,3,2,4,2,2,3,5,2,5,5,Skilled Trades & Ops
5,5,2,5,1,4,4,1,2,1,4,2,Engineering & Tech
5,3,5,4,2,3,2,5,1,5,2,5,Engineering & Tech
4,5,5,4,2,2,1,1,2,4,1,1,Engineering & Tech
1,3,1,5,1,4,3,4,3,5,3,2,Business & Finance
3,4,5,2,4,1,3,3,5,4,2,3,Business & Finance
4,4,2,2,4,2,1,1,3,5,1,3,Skilled Trades & Ops
5,4,5,2,4,4,4,4,3,2,3,5,Skilled Trades & Ops
3,4,1,5,3,5,1,5,3,1,4,4,Arts & Humanities
2,4,1,1,3,2,3,3,3,1,2,3,Healthcare Support
5,1,4,2,1,2,2,4,2,2,3,5,Skilled Trades & Ops
1,1,1,1,1,2,3,5,3,3,2,5,Education & Social Work
3,5,4,4,3,2,3,5,5,2,5,1,Engineering & Tech
1,5,1,3,1,5,3,5,2,5,5,3,Education & Social Work
2,4,3,1,5,4,2,4,3,1,4,2,Arts & Humanities
3,3,3,4,4,5,2,2,3,4,2,5,Arts & Humanities
2,4,3,3,1,4,3,4,4,2,4,4,Business & Finance
4,1,1,2,3,3,1,5,5,2,4,5,Business & Finance
2,5,2,1,3,3,2,2,3,4,1,1,Skilled Trades & Ops
4,4,2,4,5,5,2,2,1,3,1,3,Arts & Humanities
4,5,4,2,5,3,5,5,3,1,4,4,Education & Social Work
3,4,4,3,3,1,1,2,3,5,1,5,Business & Finance
1,4,5,2,1,3,1,3,2,5,2,5,Engineering & Tech
1,2,1,2,5,1,1,1,4,2,5,3,Business & Finance
4,1,5,4,5,3,2,5,1,2,2,1,Engineering & Tech
4,3,5,1,5,1,1,3,3,5,5,3,Business & Finance
5,1,1,2,3,1,4,5,5,5,4,3,Business & Finance
4,1,2,3,1,1,2,1,5,4,4,5,Business & Finance
4,3,5,3,2,2,5,3,2,2,4,4,Science & Medical
2,2,3,3,4,3,3,3,3,2,2,3,Arts & Humanities
2,4,2,2,1,2,1,3,3,4,1,2,Business & Finance
3,1,5,5,5,1,1,5,3,4,5,2,Engineering & Tech
2,2,1,2,5,4,5,4,1,4,5,5,Business & Finance
1,5,1,3,2,1,2,3,2,5,5,2,Business & Finance
5,4,5,2,5,5,1,2,2,2,2,2,Arts & Humanities
5,5,4,1,4,5,2,3,4,3,1,5,Skilled Trades & Ops
4,1,1,1,3,1,3,2,3,2,1,4,Healthcare Support
4,2,4,1,5,4,4,4,1,5,4,3,Arts & Humanities
1,4,2,4,1,5,5,1,2,1,4,3,Business & Finance
3,1,2,1,3,2,2,4,1,5,4,3,Business & Finance
2,3,1,4,4,4,4,3,3,3,5,2,Arts & Humanities
5,4,1,5,3,3,2,4,5,4,5,5,Skilled Trades & Ops
3,2,1,5,5,2,4,5,4,4,2,2,Education & Social Work
3,2,2,3,3,5,1,1,1,4,5,5,Business & Finance
3,4,2,4,2,5,2,4,4,2,3,3,Skilled Trades & Ops
1,2,3,5,3,1,1,3,3,3,3,5,Engineering & Tech
3,3,4,2,5,3,4,1,2,2,1,5,Arts & Humanities
3,3,5,1,2,2,5,3,1,2,2,2,Education & Social Work
3,5,5,3,2,1,3,5,5,3,4,4,Engineering & Tech
1,2,5,2,1,5,2,4,3,2,2,5,Engineering & Tech
2,1,4,2,1,2,2,1,4,3,1,1,Business & Finance
1,4,1,4,1,1,4,3,4,1,3,2,Education & Social Work
2,2,4,2,3,1,1,1,2,4,3,5,Business & Finance
2,2,1,3,4,4,4,1,1,1,1,1,Arts & Humanities
3,2,4,4,1,5,5,3,5,1,4,1,Science & Medical
1,1,3,5,1,2,4,2,5,4,1,2,Business & Finance
5,1,5,3,2,1,1,3,1,3,3,4,Engineering & Tech
3,3,2,4,2,3,4,4,2,1,1,4,Education & Social Work
3,4,1,3,2,4,5,2,2,5,3,4,Healthcare Support
4,2,3,5,5,2,5,1,5,3,1,5,Engineering & Tech
4,2,5,4,4,4,4,1,4,5,2,2,Engineering & Tech
3,5,4,5,3,5,4,5,4,1,3,2,Science & Medical
5,4,2,1,1,3,1,1,5,3,2,2,Skilled Trades & Ops
2,2,5,4,3,1,4,3,1,4,2,4,Science & Medical
5,5,4,3,4,2,1,1,5,4,4,2,Skilled Trades & Ops
3,1,2,5,2,5,2,4,3,4,4,4,Business & Finance
3,2,5,3,3,2,3,1,3,1,3,1,Engineering & Tech
5,4,4,5,4,1,3,5,4,3,3,2,Engineering & Tech
3,3,3,5,2,1,3,2,2,5,4,2,Engineering & Tech
4,1,3,2,5,1,3,3,2,3,3,2,Arts & Humanities
5,3,3,5,1,5,1,5,4,5,4,1,Business & Finance
1,1,3,5,5,2,4,5,3,3,1,2,Science & Medical
2,3,1,1,5,2,2,2,2,2,3,1,Arts & Humanities
4,3,4,5,4,4,1,2,3,1,1,2,Engineering & Tech
4,2,5,2,4,3,2,2,1,1,5,4,Business & Finance
3,2,4,2,3,1,1,4,3,4,3,2,Business & Finance
1,3,4,3,3,3,1,3,3,4,2,2,Engineering & Tech
3,5,2,4,2,2,5,4,5,2,3,5,Education & Social Work
4,1,5,4,1,5,2,3,1,5,2,1,Engineering & Tech
3,5,1,3,1,4,1,3,5,3,5,5,Skilled Trades & Ops
1,1,3,3,2,4,5,5,3,3,2,5,Education & Social Work
2,2,5,3,1,3,2,1,1,2,4,3,Engineering & Tech
2,3,2,4,1,1,4,1,1,4,4,1,Engineering & Tech
1,2,5,5,5,4,3,2,2,2,2,4,Engineering & Tech
3,1,4,1,4,3,4,3,2,2,5,3,Business & Finance
5,1,3,5,1,1,3,1,3,5,5,2,Engineering & Tech
4,2,2,1,3,3,5,4,4,2,3,4,Education & Social Work
4,3,4,4,3,1,2,1,5,4,3,1,Business & Finance
3,2,2,4,3,4,2,3,3,3,2,2,Arts & Humanities
4,1,4,3,3,3,1,1,2,1,5,5,Business & Finance
4,4,3,3,5,5,2,3,5,5,2,3,Arts & Humanities
2,3,5,3,1,5,5,3,2,2,3,2,Science & Medical
5,5,1,3,3,4,4,5,5,4,4,3,Healthcare Support
3,1,3,5,3,4,5,4,1,1,3,3,Science & Medical
4,3,2,2,1,4,5,5,1,1,2,1,Education & Social Work
4,5,5,4,3,2,1,5,3,5,3,4,Engineering & Tech
3,2,1,3,4,5,2,1,1,3,5,3,Arts & Humanities
3,1,5,3,1,4,4,1,2,2,4,5,Business & Finance
1,3,4,3,5,2,5,1,3,4,3,4,Engineering & Tech
1,4,2,5,4,1,3,1,3,4,1,1,Engineering & Tech
4,5,2,2,1,3,5,5,1,1,4,4,Education & Social Work
3,2,2,5,1,4,1,4,3,1,2,5,Engineering & Tech
5,4,5,4,1,2,4,5,4,5,2,2,Engineering & Tech
5,3,3,1,4,3,3,3,5,3,2,1,Skilled Trades & Ops
3,1,3,3,3,1,1,4,3,1,2,5,Business & Finance
2,2,3,3,5,5,1,1,5,4,5,4,Arts & Humanities
1,3,4,2,5,1,4,4,1,3,3,3,Science & Medical
4,2,5,5,4,1,5,2,1,4,3,1,Science & Medical
3,5,5,2,2,5,5,3,1,5,5,3,Healthcare Support
5,1,4,2,4,5,3,2,4,1,4,5,Arts & Humanities
1,4,4,5,1,5,2,4,3,2,1,1,Engineering & Tech
5,3,5,2,1,5,4,2,3,2,3,2,Engineering & Tech
2,1,5,3,2,5,4,4,4,4,3,1,Science & Medical
3,3,4,2,5,3,5,4,3,5,5,1,Education & Social Work
5,5,3,3,2,2,4,5,2,3,4,4,Healthcare Support
2,2,3,3,2,4,5,3,4,3,1,1,Education & Social Work
3,5,5,5,5,1,2,1,3,2,4,4,Engineering & Tech
5,4,5,5,3,1,4,4,1,3,1,5,Engineering & Tech
5,4,2,2,3,1,1,3,2,5,3,5,Skilled Trades & Ops
1,1,1,1,1,1,5,3,4,3,1,3,Education & Social Work
2,4,3,4,4,4,1,1,2,4,4,4,Arts & Humanities
4,4,4,5,5,3,4,1,3,2,4,1,Engineering & Tech
5,1,1,5,5,3,1,1,2,4,2,5,Arts & Humanities
3,3,3,2,1,3,1,3,2,4,5,3,Skilled Trades & Ops
3,1,1,2,3,3,5,5,4,5,5,5,Education & Social Work
4,5,1,4,3,4,4,1,5,3,4,5,Skilled Trades & Ops
5,2,4,5,5,2,3,3,5,4,2,4,Engineering & Tech
5,2,5,5,1,5,4,5,1,1,3,1,Science & Medical
4,3,4,1,4,5,2,4,4,1,2,4,Arts & Humanities
1,2,1,5,5,5,3,5,3,4,2,5,Arts & Humanities
2,3,5,2,1,5,5,4,3,5,2,1,Education & Social Work
2,3,1,2,5,4,5,1,1,4,5,5,Business & Finance
4,1,2,4,2,5,3,2,3,2,3,1,Arts & Humanities
5,5,3,3,3,5,1,1,3,1,4,1,Skilled Trades & Ops
3,3,3,1,2,2,4,3,5,4,1,5,Business & Finance
5,2,1,4,5,2,5,5,2,2,3,5,Education & Social Work
3,2,2,4,2,5,3,1,3,5,3,1,Business & Finance
3,5,3,1,1,4,1,1,5,1,1,1,Skilled Trades & Ops
4,4,3,5,2,4,5,4,4,5,3,3,Education & Social Work
2,4,5,5,3,5,3,1,5,2,5,4,Engineering & Tech
4,1,2,3,2,2,1,4,1,1,3,1,Engineering & Tech
5,1,4,4,3,4,4,1,3,4,1,2,Engineering & Tech
3,4,1,3,3,4,4,5,4,2,2,5,Education & Social Work
4,4,4,3,2,5,4,2,5,5,3,2,Business & Finance
2,1,1,1,1,2,1,5,4,3,1,1,Business & Finance
1,3,1,5,1,3,3,3,3,3,5,3,Business & Finance
2,2,1,5,4,4,4,4,2,4,2,4,Arts & Humanities
4,4,5,5,2,2,2,5,2,3,5,3,Engineering & Tech
5,1,3,5,5,5,1,1,1,3,1,1,Arts & Humanities
5,3,1,5,2,4,2,1,1,1,2,3,Engineering & Tech
2,3,1,2,4,5,4,2,4,3,2,4,Arts & Humanities
1,2,3,1,3,1,1,5,1,5,2,2,Education & Social Work
1,2,4,5,1,1,3,4,1,1,5,3,Engineering & Tech
2,4,2,1,1,2,4,5,2,3,5,5,Business & Finance
2,2,1,4,5,5,2,1,5,2,5,4,Arts & Humanities
4,5,3,4,2,3,1,2,5,3,2,2,Skilled Trades & Ops
3,1,5,1,1,3,4,4,1,4,4,1,Science & Medical
5,5,4,1,2,3,1,3,3,2,3,3,Skilled Trades & Ops
2,2,1,1,1,2,4,2,4,4,2,3,Business & Finance
2,5,5,3,3,5,2,5,3,4,5,4,Business & Finance
1,2,4,1,1,4,2,5,5,5,1,3,Business & Finance
2,4,5,4,2,4,2,2,4,3,1,3,Engineering & Tech
2,2,2,3,4,1,4,4,5,2,1,3,Education & Social Work
2,3,4,1,1,2,2,3,2,3,1,5,Skilled Trades & Ops
3,2,2,5,5,3,5,3,4,1,5,3,Arts & Humanities
4,4,2,2,1,3,5,3,4,1,3,1,Healthcare Support
2,4,1,3,2,1,3,1,1,2,2,3,Skilled Trades & Ops
3,3,4,2,2,2,2,4,5,1,2,3,Engineering & Tech
1,3,2,3,3,2,3,2,3,3,4,4,Business & Finance
2,4,4,1,2,1,2,1,3,4,5,5,Business & Finance
2,3,5,2,1,1,3,5,2,4,3,1,Science & Medical
4,2,2,5,3,5,2,3,2,5,4,1,Arts & Humanities
4,5,1,1,5,4,1,2,2,3,3,4,Skilled Trades & Ops
1,5,1,3,4,4,2,4,4,5,2,5,Business & Finance
3,2,5,3,2,2,4,2,5,3,2,2,Engineering & Tech
3,4,3,1,5,3,1,4,2,4,4,3,Arts & Humanities
5,5,5,3,1,1,5,4,1,1,3,2,Healthcare Support
1,4,2,1,4,2,1,3,5,5,2,4,Business & Finance
1,2,4,3,3,5,2,5,4,4,5,5,Business & Finance
4,4,1,4,1,3,2,3,2,4,5,5,Skilled Trades & Ops
1,5,2,3,3,3,1,3,5,1,3,5,Skilled Trades & Ops
4,4,2,3,3,3,3,4,1,3,2,3,Healthcare Support
4,2,2,3,1,4,3,4,3,2,1,3,Education & Social Work
3,1,3,5,1,2,5,2,4,4,2,4,Engineering & Tech
1,2,1,5,2,3,3,1,4,3,4,5,Business & Finance
3,3,3,5,3,1,2,4,1,2,1,5,Engineering & Tech
1,3,3,3,3,2,2,4,5,2,3,4,Business & Finance
4,5,2,3,3,3,5,4,5,2,1,2,Healthcare Support
3,4,4,2,2,3,4,2,2,1,1,4,Engineering & Tech
3,5,4,4,1,1,4,2,1,2,2,3,Engineering & Tech
5,1,3,1,4,5,3,5,3,1,2,1,Arts & Humanities
3,4,5,3,1,5,3,3,5,3,1,2,Engineering & Tech
4,2,4,4,2,1,3,5,3,4,5,2,Science & Medical
5,1,4,1,3,2,1,3,2,3,3,5,Skilled Trades & Ops
3,3,4,3,3,2,5,3,5,2,2,5,Science & Medical
4,2,5,1,4,4,4,5,3,3,3,4,Education & Social Work
2,2,3,2,5,4,1,2,1,1,3,5,Arts & Humanities
3,5,2,3,4,3,4,4,2,4,5,1,Healthcare Support
4,4,2,5,4,4,1,5,3,4,1,5,Skilled Trades & Ops
3,4,2,3,3,5,5,5,1,1,1,2,Education & Social Work
3,4,3,2,4,3,2,2,4,4,3,4,Business & Finance
4,3,2,5,5,3,2,2,3,5,4,4,Arts & Humanities
2,4,3,1,5,3,2,5,1,5,1,5,Arts & Humanities
1,1,2,5,1,5,3,2,5,5,3,1,Business & Finance
3,1,2,5,2,1,4,2,1,3,3,2,Science & Medical
2,4,2,1,4,4,1,2,4,3,2,4,Arts & Humanities
